Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays
Dry Tortugas National Park,DRTO,FL,2023,August,6904,177,52252,2124,0,520,0,0,0,676,177,1373
Dry Tortugas National Park,DRTO,FL,2023,September,6382,186,49622,2232,0,462,0,0,0,372,186,1020
Dry Tortugas National Park,DRTO,FL,2023,October,4820,69,35653,828,0,286,0,0,0,183,69,538
Dry Tortugas National Park,DRTO,FL,2023,November,6147,102,42274,1224,0,276,0,0,0,311,102,689
Dry Tortugas National Park,DRTO,FL,2023,December,6417,147,48546,1764,0,480,0,0,0,596,147,1223
Dry Tortugas National Park,DRTO,FL,2024,January,7673,126,55556,1512,0,394,0,0,0,543,126,1063
Dry Tortugas National Park,DRTO,FL,2024,February,7108,177,51367,2124,0,356,0,0,0,593,177,1126
Dry Tortugas National Park,DRTO,FL,2024,March,7961,156,57219,1872,0,462,0,0,0,699,156,1317
Dry Tortugas National Park,DRTO,FL,2024,April,8194,150,57989,1800,0,404,0,0,0,725,150,1279
Dry Tortugas National Park,DRTO,FL,2024,May,8542,147,60983,1764,0,504,0,0,0,884,147,1535
Dry Tortugas National Park,DRTO,FL,2024,June,8325,192,63679,2304,0,828,0,0,0,1213,192,2233
Dry Tortugas National Park,DRTO,FL,2024,July,7835,264,57646,3168,0,672,0,0,0,523,264,1459
Dry Tortugas National Park,DRTO,FL,2024,August,5165,141,39497,1692,0,534,0,0,0,619,141,1294
Dry Tortugas National Park,DRTO,FL,2024,September,5690,201,44871,2412,0,482,0,0,0,475,201,1158
Dry Tortugas National Park,DRTO,FL,2024,October,4288,63,32298,756,0,308,0,0,0,169,63,540
Dry Tortugas National Park,DRTO,FL,2024,November,6577,63,46708,756,0,284,0,0,0,250,63,597
Dry Tortugas National Park,DRTO,FL,2024,December,7515,30,52084,360,0,308,0,0,0,300,30,638
Dry Tortugas National Park,DRTO,FL,2025,January,7181,72,50285,864,0,284,0,0,0,242,72,598
Dry Tortugas National Park,DRTO,FL,2025,February,7349,150,53020,1800,0,346,0,0,0,826,150,1322
Dry Tortugas National Park,DRTO,FL,2025,March,7715,144,54629,1728,0,298,0,0,0,873,144,1315
Dry Tortugas National Park,DRTO,FL,2025,April,8225,252,58357,3024,0,374,0,0,0,968,252,1594
Dry Tortugas National Park,DRTO,FL,2025,May,10012,210,74505,2520,0,568,0,0,0,2526,210,3304
Dry Tortugas National Park,DRTO,FL,2025,June,8022,189,57736,2268,0,340,0,0,0,953,189,1482
Dry Tortugas National Park,DRTO,FL,2025,July,8286,267,59688,3204,0,320,0,0,0,1217,267,1804
Dry Tortugas National Park,DRTO,FL,2025,August,7087,96,52802,1152,0,302,0,0,0,682,96,1080
Dry Tortugas National Park,DRTO,FL,2025,September,5230,207,40630,2484,0,340,0,0,0,201,207,748
Dry Tortugas National Park,DRTO,FL,2025,October,5327,213,38644,2556,0,276,0,0,0,313,213,802
Dry Tortugas National Park,DRTO,FL,2025,November,6964,171,50031,2052,0,268,0,0,0,678,171,1117
Dry Tortugas National Park,DRTO,FL,2025,December,7957,117,56589,1404,0,366,0,0,0,698,117,1181
Everglades National Park,EVER,FL,2015,January,142660,243,708429,1094,0,2957,3079,0,3890,49,0,9975
Everglades National Park,EVER,FL,2015,February,145148,208,700366,938,0,3080,3633,0,2663,25,0,9401
Everglades National Park,EVER,FL,2015,March,149383,218,661496,979,0,2525,1989,0,3103,23,0,7640
Everglades National Park,EVER,FL,2015,April,108982,118,342736,533,0,465,351,0,342,4,0,1162
Everglades National Park,EVER,FL,2015,May,70711,62,183089,277,0,71,100,0,184,0,0,355
Everglades National Park,EVER,FL,2015,June,61840,52,171612,236,0,30,25,0,108,0,0,163
Everglades National Park,EVER,FL,2015,July,72567,54,191718,243,0,25,16,0,115,0,0,156
Everglades National Park,EVER,FL,2015,August,67529,70,192120,317,0,13,33,0,82,0,0,128
Everglades National Park,EVER,FL,2015,September,32717,33,119809,148,0,12,3,0,246,0,0,261
Everglades National Park,EVER,FL,2015,October,62000,38,157480,169,0,26,15,0,310,0,0,351
Everglades National Park,EVER,FL,2015,November,84937,126,275610,567,0,272,283,0,1445,0,0,2000
Everglades National Park,EVER,FL,2015,December,78953,226,467158,1019,0,1159,977,0,3473,7,0,5616
Everglades National Park,EVER,FL,2016,January,116221,87,551460,392,0,1760,2815,0,1061,34,0,5670
Everglades National Park,EVER,FL,2016,February,120197,74,642479,331,0,2678,2598,0,5567,13,0,10856
Everglades National Park,EVER,FL,2016,March,134815,60,611045,270,0,2024,3832,0,2995,45,0,8896
Everglades National Park,EVER,FL,2016,April,65054,60,282892,270,0,107,268,0,631,84,0,1090
Everglades National Park,EVER,FL,2016,May,73548,57,203615,256,0,53,83,0,373,0,0,509
Everglades National Park,EVER,FL,2016,June,64110,45,149209,202,0,21,20,0,126,0,0,167
Everglades National Park,EVER,FL,2016,July,53064,57,115500,256,0,21,20,0,72,0,0,113
Everglades National Park,EVER,FL,2016,August,47351,52,134248,236,0,16,13,0,34,0,0,63
Everglades National Park,EVER,FL,2016,September,44750,99,131992,446,0,13,15,0,192,0,0,220
Everglades National Park,EVER,FL,2016,October,55600,165,136321,742,0,144,69,0,109,0,0,322
Everglades National Park,EVER,FL,2016,November,69074,158,235744,709,0,528,374,0,739,3,0,1644
Everglades National Park,EVER,FL,2016,December,87123,248,327639,1114,0,1045,692,0,827,19,0,2583
Everglades National Park,EVER,FL,2017,January,194200,474,598903,2133,0,1675,3374,0,3061,1266,0,9376
Everglades National Park,EVER,FL,2017,February,120646,1312,659353,5906,0,1572,2786,0,6386,1250,0,11994
Everglades National Park,EVER,FL,2017,March,126818,820,585467,3692,0,1515,1723,0,3591,1461,0,8290
Everglades National Park,EVER,FL,2017,April,98915,860,359451,3868,0,431,238,0,1793,4,0,2466
Everglades National Park,EVER,FL,2017,May,74300,519,212761,2336,0,40,16,0,710,0,0,766
Everglades National Park,EVER,FL,2017,June,68958,213,222206,958,0,5,0,0,59,0,0,64
Everglades National Park,EVER,FL,2017,July,52425,588,112957,2646,0,0,0,0,33,0,0,33
Everglades National Park,EVER,FL,2017,August,85059,404,212617,1816,0,0,0,0,45,0,0,45
Everglades National Park,EVER,FL,2017,September,17708,46,54125,209,0,0,0,0,116,0,0,116
Everglades National Park,EVER,FL,2017,October,42574,1142,150998,5137,0,0,0,0,116,0,0,116
Everglades National Park,EVER,FL,2017,November,49593,130,178697,587,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2017,December,87361,258,371289,1161,0,0,0,0,1483,0,0,1483
Everglades National Park,EVER,FL,2018,January,33950,600,344761,2700,0,0,0,4777,2688,18,0,7483
Everglades National Park,EVER,FL,2018,February,66837,600,354721,2700,0,0,0,3663,0,0,0,3663
Everglades National Park,EVER,FL,2018,March,45018,600,237408,2700,0,0,0,0,1565,0,0,1565
Everglades National Park,EVER,FL,2018,April,35737,600,122517,2700,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2018,May,31090,600,114867,2700,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2018,June,30697,300,103189,1350,0,0,0,0,117,0,0,117
Everglades National Park,EVER,FL,2018,July,36653,300,125513,1350,0,0,0,0,21,0,0,21
Everglades National Park,EVER,FL,2018,August,26945,300,99151,1350,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2018,September,37443,300,136162,1350,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2018,October,58920,600,205224,2700,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2018,November,74544,600,197244,2700,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2018,December,119290,600,514255,2700,0,0,0,0,0,0,0,0
Everglades National Park,EVER,FL,2019,January,85838,600,419893,2700,0,0,0,4777,1528,66,0,6371
Everglades National Park,EVER,FL,2019,February,96953,600,578028,2700,0,0,0,5194,2647,424,0,8265
Everglades National Park,EVER,FL,2019,March,146859,600,741355,2700,0,0,0,3732,2572,238,0,6542
Everglades National Park,EVER,FL,2019,April,131278,600,525910,2700,0,0,0,541,1332,0,0,1873
Everglades National Park,EVER,FL,2019,May,77435,600,263187,2700,0,0,0,100,246,0,0,346
Everglades National Park,EVER,FL,2019,June,68267,300,237173,1350,0,0,0,59,106,0,0,165
Everglades National Park,EVER,FL,2019,July,63394,300,182603,1350,0,0,0,24,166,0,0,190
Everglades National Park,EVER,FL,2019,August,80177,300,271755,1350,0,0,0,26,46,0,0,72
Everglades National Park,EVER,FL,2019,September,60469,300,220042,1350,0,0,0,198,69,0,0,267
Everglades National Park,EVER,FL,2019,October,70222,600,263284,2700,0,0,0,687,273,0,0,960
Everglades National Park,EVER,FL,2019,November,103643,600,521346,2700,0,0,0,3618,1565,0,0,5183
Everglades National Park,EVER,FL,2019,December,133765,600,738812,2700,0,0,0,7945,2182,195,0,10322
Everglades National Park,EVER,FL,2020,January,95635,600,751826,2700,0,0,0,13446,3108,344,0,16898
Everglades National Park,EVER,FL,2020,February,165994,600,1125121,2700,0,0,0,14265,3587,288,0,18140
Everglades National Park,EVER,FL,2020,March,99917,600,582501,2700,0,0,0,5857,1682,108,0,7647
Everglades National Park,EVER,FL,2020,April,4784,600,38502,2700,0,0,0,0,450,0,0,450
Everglades National Park,EVER,FL,2020,May,24446,600,95358,2700,0,0,0,0,176,0,0,176
Everglades National Park,EVER,FL,2020,June,69851,300,263222,1350,0,0,0,456,66,0,0,522
Everglades National Park,EVER,FL,2020,July,43509,300,148730,1350,0,0,0,554,54,8,0,616
Everglades National Park,EVER,FL,2020,August,46912,300,189095,1350,0,0,0,166,55,8,0,229
Everglades National Park,EVER,FL,2020,September,20084,300,67351,1350,0,0,0,701,150,0,0,851
Everglades National Park,EVER,FL,2020,October,20795,600,103739,2700,0,0,0,1192,220,0,0,1412
Everglades National Park,EVER,FL,2020,November,30813,600,238797,2700,0,0,0,3536,1459,0,0,4995
Everglades National Park,EVER,FL,2020,December,79579,600,653032,2700,0,0,0,8905,3152,0,0,12057
Everglades National Park,EVER,FL,2021,January,123528,600,762912,2700,0,0,0,6271,7524,0,0,13795
Everglades National Park,EVER,FL,2021,February,93812,600,579123,2700,0,0,0,5946,5736,0,0,11682
Everglades National Park,EVER,FL,2021,March,82016,600,479423,2700,0,0,0,5097,5218,0,0,10315
Everglades National Park,EVER,FL,2021,April,94693,600,480989,2700,0,0,0,2828,2914,0,0,5742
Everglades National Park,EVER,FL,2021,May,95632,600,413230,2700,0,0,0,1760,1162,0,0,2922
Everglades National Park,EVER,FL,2021,June,97092,300,358448,1350,0,0,0,1335,288,0,0,1623
Everglades National Park,EVER,FL,2021,July,74370,300,283323,1350,0,0,0,806,298,0,0,1104
Everglades National Park,EVER,FL,2021,August,57175,300,213024,1350,0,0,0,553,18,0,0,571
Everglades National Park,EVER,FL,2021,September,44673,300,182948,1350,0,0,0,602,25,0,0,627
Everglades National Park,EVER,FL,2021,October,50173,600,222446,2700,0,0,0,946,28,0,0,974
Everglades National Park,EVER,FL,2021,November,60962,600,394174,2700,0,0,0,6254,1789,0,0,8043
Everglades National Park,EVER,FL,2021,December,68004,600,413941,2700,0,0,0,6254,1789,0,0,8043
Everglades National Park,EVER,FL,2022,January,139538,600,954539,2700,0,0,0,14858,3146,2,0,18006
Everglades National Park,EVER,FL,2022,February,156859,600,1000528,2700,0,0,0,14379,3024,8,0,17411
Everglades National Park,EVER,FL,2022,March,136512,600,791178,2700,0,0,0,12286,2201,4,0,14491
Everglades National Park,EVER,FL,2022,April,132171,600,580499,2700,0,0,0,4083,994,0,0,5077
Everglades National Park,EVER,FL,2022,May,91086,600,358201,2700,0,0,0,1706,191,0,0,1897
Everglades National Park,EVER,FL,2022,June,85214,300,316572,1350,0,0,0,728,59,0,0,787
Everglades National Park,EVER,FL,2022,July,80773,300,276922,1350,0,0,0,607,95,0,0,702
Everglades National Park,EVER,FL,2022,August,86642,300,346140,1350,0,0,0,798,26,0,0,824
Everglades National Park,EVER,FL,2022,September,61057,300,245267,1350,0,0,0,494,56,0,0,550
Everglades National Park,EVER,FL,2022,October,44197,600,204408,2700,0,0,0,1094,62,0,0,1156
Everglades National Park,EVER,FL,2022,November,64825,600,443888,2700,0,0,0,5673,1006,0,0,6679
Everglades National Park,EVER,FL,2022,December,76319,600,535708,2700,0,0,0,7901,1445,13,0,9359
Everglades National Park,EVER,FL,2023,January,94483,600,960859,2700,0,0,0,18572,3399,209,0,22180
Everglades National Park,EVER,FL,2023,February,95683,600,796568,2700,0,0,0,13786,2917,32,0,16735
Everglades National Park,EVER,FL,2023,March,101446,600,667617,2700,0,0,0,10772,1028,30,0,11830
Everglades National Park,EVER,FL,2023,April,73876,600,439463,2700,0,0,0,5933,598,0,0,6531
Everglades National Park,EVER,FL,2023,May,52527,600,240865,2700,0,0,0,1879,271,0,0,2150
Everglades National Park,EVER,FL,2023,June,51515,300,188155,1350,0,0,0,963,52,0,0,1015
Everglades National Park,EVER,FL,2023,July,59243,300,212834,1350,0,0,0,1015,42,0,0,1057
Everglades National Park,EVER,FL,2023,August,56369,300,194322,1350,0,0,0,513,22,0,0,535
Everglades National Park,EVER,FL,2023,September,44341,300,160829,1350,0,0,0,576,79,1,0,656
Everglades National Park,EVER,FL,2023,October,39358,600,179918,2700,0,0,0,1112,192,0,0,1304
Everglades National Park,EVER,FL,2023,November,63485,600,368458,2700,0,0,0,4680,661,0,0,5341
Everglades National Park,EVER,FL,2023,December,77863,600,561893,2700,0,0,0,9153,1150,18,0,10321
Everglades National Park,EVER,FL,2024,January,65585,600,370395,2700,0,0,0,0,3570,254,0,3824
Everglades National Park,EVER,FL,2024,February,83898,600,413449,2700,0,0,0,0,2867,362,0,3229
Everglades National Park,EVER,FL,2024,March,96400,600,463568,2700,0,0,0,0,3169,338,0,3507
Everglades National Park,EVER,FL,2024,April,58807,600,438897,2700,0,0,0,6117,1142,0,0,7259
Everglades National Park,EVER,FL,2024,May,43859,600,225131,2700,0,0,0,1588,248,0,0,1836
Everglades National Park,EVER,FL,2024,June,53704,300,215328,1350,0,0,0,1788,114,0,0,1902
Everglades National Park,EVER,FL,2024,July,65941,300,246740,1350,0,0,0,1248,127,0,0,1375
Everglades National Park,EVER,FL,2024,August,56695,300,212898,1350,0,0,0,1072,70,0,0,1142
Everglades National Park,EVER,FL,2024,September,37708,300,149742,1350,0,0,0,872,96,0,0,968
Everglades National Park,EVER,FL,2024,October,38085,600,191378,2700,0,0,0,1389,290,0,0,1679
Everglades National Park,EVER,FL,2024,November,60247,600,427194,2700,0,0,0,5334,1612,0,0,6946
Everglades National Park,EVER,FL,2024,December,81054,600,676297,2700,0,0,0,9969,3062,0,0,13031
Everglades National Park,EVER,FL,2025,January,89939,600,879358,2700,0,0,0,15244,3789,46,0,19079
Everglades National Park,EVER,FL,2025,February,87926,600,808996,2700,0,0,0,13649,3217,52,0,16918
Everglades National Park,EVER,FL,2025,March,99017,600,823047,2700,0,0,0,12795,3210,44,0,16049
Everglades National Park,EVER,FL,2025,April,84148,600,524424,2700,0,0,0,6529,824,0,0,7353
Everglades National Park,EVER,FL,2025,May,61712,600,308417,2700,0,0,0,1699,508,0,0,2207
Everglades National Park,EVER,FL,2025,June,59249,300,240968,1350,0,0,0,787,139,0,0,926
Everglades National Park,EVER,FL,2025,July,70103,300,286391,1350,0,0,0,1108,92,0,0,1200
Everglades National Park,EVER,FL,2025,August,50464,300,186400,1350,0,0,0,479,66,0,0,545
Everglades National Park,EVER,FL,2025,September,32290,300,125763,1350,0,0,0,341,105,0,0,446
Everglades National Park,EVER,FL,2025,October,19008,600,95301,2700,0,0,0,709,461,0,0,1170
Everglades National Park,EVER,FL,2025,November,53416,600,303286,2700,0,0,0,709,2078,0,0,2787
Everglades National Park,EVER,FL,2025,December,70926,600,598972,2700,0,0,0,8073,3288,0,0,11361
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,January,137,0,68,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,February,138,0,69,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,March,272,0,136,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,April,68,0,34,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,May,354,0,248,0,0,0,0,0,3,0,0,3
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,June,2071,0,29070,0,0,0,0,0,1171,0,0,1171
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,July,2968,0,77910,0,0,0,0,0,3191,0,0,3191
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,August,3393,0,103043,0,0,0,0,0,4232,0,0,4232
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,September,1100,0,21517,0,0,0,0,0,876,0,0,876
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,October,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,November,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2015,December,244,0,122,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,January,306,0,153,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,February,310,0,155,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,March,389,0,194,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,April,172,0,86,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,May,164,0,129,0,0,0,0,0,2,0,0,2
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,June,1349,0,29834,0,0,0,0,0,1218,0,0,1218
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,July,3026,0,72822,0,0,0,0,0,2978,0,0,2978
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,August,3137,0,85420,0,0,0,0,0,3502,0,0,3502
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,September,1027,0,6994,0,0,0,0,0,271,0,0,271
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,October,29,0,14,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,November,18,0,9,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2016,December,120,0,60,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,January,198,0,99,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,February,119,0,60,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,March,280,0,140,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,April,155,0,78,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,May,355,0,1014,0,0,0,0,0,35,0,0,35
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,June,2364,0,16710,0,0,0,0,0,649,0,0,649
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,July,3145,0,55582,0,0,0,0,0,2256,0,0,2256
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,August,3533,0,77126,0,0,0,0,0,3147,0,0,3147
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,September,1013,0,6914,0,0,0,0,0,268,0,0,268
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,October,15,0,8,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,November,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2017,December,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,January,15,0,8,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,February,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,March,280,0,140,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,April,155,0,78,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,May,226,0,1071,0,0,0,0,0,40,0,0,40
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,June,1949,0,13096,0,0,0,0,0,509,0,0,509
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,July,2797,0,94345,0,0,0,0,0,3882,0,0,3882
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,August,2980,0,70752,0,0,0,0,0,2893,0,0,2893
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,September,1153,0,6244,0,0,0,0,0,237,0,0,237
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,October,36,0,18,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,November,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2018,December,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2019,January,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2019,February,0,0,0,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2019,March,74,0,37,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2019,April,91,0,46,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2019,May,454,0,227,0,0,0,0,0,0,0,0,0
Gates of the Arctic National Park & Preserve,GAAR,AK,2019,June,647,0,14222,0,0,0,0,0,581,0,0,581
